,Age,Gender,Education Level,Job Title,Years of Experience,Salary
502,29,2.0,2.0,Software Engineer,4.0,140000
503,34,1.0,2.0,Product Manager,9.0,185000
504,26,1.0,2.0,Data Analyst,3.0,130000
505,29,2.0,3.0,Data Scientist,6.0,180000
506,32,1.0,2.0,Software Engineer,8.0,190000
507,27,2.0,2.0,Product Manager,4.0,150000
508,24,1.0,2.0,Data Analyst,1.0,90000
509,31,2.0,3.0,Data Scientist,9.0,195000
510,28,1.0,2.0,Software Engineer,5.0,160000
511,33,2.0,3.0,Product Manager,11.0,198000
512,25,1.0,2.0,Data Analyst,2.0,110000
513,30,2.0,4.0,Data Scientist,7.0,185000
514,27,1.0,2.0,Software Engineer,4.0,140000
515,34,2.0,3.0,Product Manager,12.0,196000
516,23,1.0,2.0,Data Analyst,1.0,95000
517,32,2.0,4.0,Data Scientist,10.0,193000
518,29,1.0,2.0,Software Engineer,6.0,175000
519,30,2.0,2.0,Product Manager,5.0,160000
520,26,1.0,2.0,Data Analyst,3.0,130000
521,31,2.0,3.0,Data Scientist,6.0,180000
522,28,1.0,2.0,Software Engineer,5.0,160000
523,33,2.0,3.0,Product Manager,11.0,198000
524,24,1.0,2.0,Data Analyst,1.0,90000
525,30,2.0,4.0,Data Scientist,7.0,185000
526,27,1.0,2.0,Software Engineer,4.0,140000
527,34,2.0,3.0,Product Manager,12.0,196000
528,25,1.0,2.0,Data Analyst,2.0,110000
529,29,2.0,3.0,Data Scientist,6.0,180000
530,32,1.0,2.0,Software Engineer,8.0,190000
531,27,2.0,2.0,Product Manager,4.0,150000
532,31,1.0,2.0,Data Analyst,9.0,195000
533,28,2.0,2.0,Software Engineer,5.0,160000
534,33,1.0,3.0,Product Manager,11.0,198000
535,26,2.0,2.0,Data Analyst,3.0,130000
536,30,1.0,4.0,Data Scientist,7.0,185000
537,27,2.0,2.0,Software Engineer,4.0,140000
538,34,1.0,3.0,Product Manager,12.0,196000
539,25,2.0,2.0,Data Analyst,2.0,110000
540,32,1.0,2.0,Software Engineer,8.0,190000
541,29,2.0,3.0,Data Scientist,6.0,180000
542,30,1.0,2.0,Data Analyst,5.0,160000
543,33,2.0,3.0,Product Manager,11.0,198000
544,24,1.0,2.0,Data Analyst,1.0,90000
545,31,2.0,4.0,Data Scientist,9.0,195000
546,28,1.0,2.0,Software Engineer,5.0,160000
547,27,2.0,2.0,Product Manager,4.0,150000
548,26,1.0,2.0,Data Analyst,3.0,130000
549,29,2.0,3.0,Data Scientist,6.0,180000
550,32,1.0,2.0,Software Engineer,8.0,190000
551,33,2.0,3.0,Product Manager,11.0,198000
552,25,1.0,2.0,Data Analyst,2.0,110000
553,30,2.0,4.0,Data Scientist,7.0,185000
554,27,1.0,2.0,Software Engineer,4.0,140000
555,34,2.0,3.0,Product Manager,12.0,196000
556,31,1.0,2.0,Data Analyst,9.0,195000
557,28,2.0,2.0,Software Engineer,5.0,160000
558,26,1.0,2.0,Data Analyst,3.0,130000
559,29,2.0,3.0,Data Scientist,6.0,180000
560,32,1.0,2.0,Software Engineer,8.0,190000
561,33,2.0,3.0,Product Manager,11.0,198000
562,24,1.0,2.0,Data Analyst,1.0,90000
563,27,1.0,2.0,Software Engineer,4.0,140000
564,25,2.0,2.0,Data Analyst,2.0,110000
565,30,2.0,4.0,Data Scientist,7.0,185000
566,31,1.0,2.0,Data Analyst,9.0,195000
567,28,2.0,2.0,Software Engineer,5.0,160000
568,26,1.0,2.0,Data Analyst,3.0,130000
569,29,2.0,3.0,Data Scientist,6.0,180000
570,32,1.0,2.0,Software Engineer,8.0,190000
571,33,2.0,3.0,Product Manager,11.0,198000
572,24,1.0,2.0,Data Analyst,1.0,90000
573,27,1.0,2.0,Software Engineer,4.0,140000
574,25,2.0,2.0,Data Analyst,2.0,110000
575,30,2.0,4.0,Data Scientist,7.0,185000
576,31,1.0,2.0,Data Analyst,9.0,195000
577,28,2.0,2.0,Software Engineer,5.0,160000
578,26,1.0,2.0,Data Analyst,3.0,130000
579,29,2.0,3.0,Data Scientist,6.0,180000
580,32,1.0,2.0,Software Engineer,8.0,190000
581,33,2.0,3.0,Product Manager,11.0,198000
582,24,1.0,2.0,Data Analyst,1.0,90000
583,27,1.0,2.0,Software Engineer,4.0,140000
584,25,2.0,2.0,Data Analyst,2.0,110000
585,30,2.0,4.0,Data Scientist,7.0,185000
586,31,1.0,2.0,Data Analyst,9.0,195000
587,28,2.0,2.0,Software Engineer,5.0,160000
588,26,1.0,2.0,Data Analyst,3.0,130000
589,29,2.0,3.0,Data Scientist,6.0,180000
590,32,1.0,2.0,Software Engineer,8.0,190000
591,33,2.0,3.0,Product Manager,11.0,198000
592,24,1.0,2.0,Data Analyst,1.0,90000
593,27,1.0,2.0,Software Engineer,4.0,140000
594,25,1.0,2.0,Data Analyst,2.0,125000
595,28,2.0,3.0,Data Scientist,6.0,175000
596,30,1.0,2.0,Software Engineer,8.0,190000
597,27,2.0,2.0,Product Manager,4.0,150000
598,24,1.0,2.0,Data Analyst,1.0,95000
599,31,1.0,3.0,Data Scientist,9.0,195000
600,28,1.0,2.0,Software Engineer,5.0,160000
601,33,2.0,3.0,Product Manager,11.0,198000
602,26,1.0,2.0,Data Analyst,3.0,130000
603,30,2.0,4.0,Data Scientist,7.0,185000
604,27,1.0,2.0,Software Engineer,4.0,140000
605,34,2.0,3.0,Product Manager,12.0,196000
606,23,1.0,2.0,Data Analyst,1.0,90000
607,32,2.0,4.0,Data Scientist,10.0,193000
608,29,1.0,2.0,Software Engineer,6.0,170000
609,30,2.0,2.0,Product Manager,5.0,160000
610,26,1.0,2.0,Data Analyst,3.0,135000
611,31,2.0,3.0,Data Scientist,6.0,180000
612,28,1.0,2.0,Software Engineer,5.0,160000
613,33,2.0,3.0,Product Manager,11.0,198000
614,24,1.0,2.0,Data Analyst,1.0,90000
615,30,2.0,4.0,Data Scientist,7.0,185000
616,27,1.0,2.0,Software Engineer,4.0,140000
617,34,2.0,3.0,Product Manager,12.0,196000
618,25,1.0,2.0,Data Analyst,2.0,115000
619,29,2.0,3.0,Data Scientist,6.0,180000
620,32,1.0,2.0,Software Engineer,8.0,190000
621,27,2.0,2.0,Product Manager,4.0,150000
622,31,1.0,2.0,Data Analyst,9.0,195000
623,28,2.0,2.0,Software Engineer,5.0,160000
624,33,1.0,3.0,Product Manager,11.0,198000
625,26,2.0,2.0,Data Analyst,3.0,130000
626,30,1.0,4.0,Data Scientist,7.0,185000
627,27,2.0,2.0,Software Engineer,4.0,140000
628,34,1.0,3.0,Product Manager,12.0,196000
629,25,2.0,2.0,Data Analyst,2.0,110000
630,32,1.0,2.0,Software Engineer,8.0,190000
631,29,2.0,3.0,Data Scientist,6.0,180000
632,30,1.0,2.0,Data Analyst,5.0,160000
633,33,2.0,3.0,Product Manager,11.0,198000
634,24,1.0,2.0,Data Analyst,1.0,90000
635,31,2.0,4.0,Data Scientist,9.0,195000
636,28,1.0,2.0,Software Engineer,5.0,160000
637,27,2.0,2.0,Product Manager,4.0,150000
638,26,1.0,2.0,Data Analyst,3.0,130000
639,29,2.0,3.0,Data Scientist,6.0,180000
640,32,1.0,2.0,Software Engineer,8.0,190000
641,33,2.0,3.0,Product Manager,11.0,198000
642,25,1.0,2.0,Data Analyst,2.0,110000
643,30,2.0,4.0,Data Scientist,7.0,185000
644,27,1.0,2.0,Software Engineer,4.0,140000
645,34,2.0,3.0,Product Manager,12.0,196000
646,31,1.0,2.0,Data Analyst,9.0,195000
647,28,2.0,2.0,Software Engineer,5.0,160000
648,26,1.0,2.0,Data Analyst,3.0,130000
649,29,2.0,3.0,Data Scientist,6.0,180000
650,32,1.0,2.0,Software Engineer,8.0,190000
651,33,2.0,3.0,Product Manager,11.0,198000
652,24,1.0,2.0,Data Analyst,1.0,90000
653,27,1.0,2.0,Software Engineer,4.0,140000
654,25,2.0,2.0,Data Analyst,2.0,110000
655,30,2.0,4.0,Data Scientist,7.0,185000
656,31,1.0,2.0,Data Analyst,9.0,195000
657,28,2.0,2.0,Software Engineer,5.0,160000
658,26,1.0,2.0,Data Analyst,3.0,130000
659,29,2.0,3.0,Data Scientist,6.0,180000
660,32,1.0,2.0,Software Engineer,8.0,190000
661,33,2.0,3.0,Product Manager,11.0,198000
662,24,1.0,2.0,Data Analyst,1.0,90000
663,27,1.0,2.0,Software Engineer,4.0,140000
664,25,2.0,2.0,Data Analyst,2.0,110000
665,30,2.0,4.0,Data Scientist,7.0,185000
666,31,1.0,2.0,Data Analyst,9.0,195000
667,28,2.0,2.0,Software Engineer,5.0,160000
668,26,1.0,2.0,Data Analyst,3.0,130000
669,29,2.0,3.0,Data Scientist,6.0,180000
670,32,1.0,2.0,Software Engineer,8.0,190000
671,33,2.0,3.0,Product Manager,11.0,198000
672,24,1.0,2.0,Data Analyst,1.0,90000
673,27,1.0,2.0,Software Engineer,4.0,140000
674,23,1.0,2.0,Data Analyst,1.0,90000
675,27,2.0,3.0,Data Scientist,4.0,150000
676,32,1.0,2.0,Software Engineer,8.0,190000
677,24,2.0,2.0,Product Manager,3.0,125000
678,25,1.0,2.0,Data Analyst,2.0,110000
679,31,1.0,3.0,Data Scientist,7.0,180000
680,28,1.0,2.0,Software Engineer,5.0,160000
681,33,2.0,3.0,Product Manager,10.0,195000
682,26,1.0,2.0,Data Analyst,3.0,130000
683,30,2.0,4.0,Data Scientist,6.0,170000
684,27,1.0,2.0,Software Engineer,4.0,140000
685,34,2.0,3.0,Product Manager,11.0,196000
686,23,1.0,2.0,Data Analyst,1.0,92000
687,32,2.0,4.0,Data Scientist,9.0,195000
688,29,1.0,2.0,Software Engineer,6.0,170000
689,30,2.0,2.0,Product Manager,5.0,160000
690,26,1.0,2.0,Data Analyst,3.0,135000
691,31,2.0,3.0,Data Scientist,6.0,180000
692,28,1.0,2.0,Software Engineer,5.0,165000
693,33,2.0,3.0,Product Manager,11.0,198000
694,24,1.0,2.0,Data Analyst,1.0,95000
695,30,2.0,4.0,Data Scientist,7.0,185000
696,27,1.0,2.0,Software Engineer,4.0,140000
697,34,2.0,3.0,Product Manager,12.0,196000
698,25,1.0,2.0,Data Analyst,2.0,115000
699,29,2.0,3.0,Data Scientist,6.0,180000
700,32,1.0,2.0,Software Engineer,8.0,190000
701,27,2.0,2.0,Product Manager,4.0,150000
702,31,1.0,2.0,Data Analyst,9.0,195000
703,28,2.0,2.0,Software Engineer,5.0,160000
704,33,1.0,3.0,Product Manager,11.0,198000
705,26,2.0,2.0,Data Analyst,3.0,130000
706,30,1.0,4.0,Data Scientist,7.0,185000
707,27,2.0,2.0,Software Engineer,4.0,140000
708,34,1.0,3.0,Product Manager,12.0,196000
709,25,2.0,2.0,Data Analyst,2.0,110000
710,32,1.0,2.0,Software Engineer,8.0,190000
711,29,2.0,3.0,Data Scientist,6.0,180000
712,30,1.0,2.0,Data Analyst,5.0,160000
713,33,2.0,3.0,Product Manager,11.0,198000
714,24,1.0,2.0,Data Analyst,1.0,90000
715,31,2.0,4.0,Data Scientist,9.0,195000
716,28,1.0,2.0,Software Engineer,5.0,160000
717,27,2.0,2.0,Product Manager,4.0,150000
718,26,1.0,2.0,Data Analyst,3.0,130000
719,29,2.0,3.0,Data Scientist,6.0,180000
720,32,1.0,2.0,Software Engineer,8.0,190000
721,33,2.0,3.0,Product Manager,11.0,198000
722,25,1.0,2.0,Data Analyst,2.0,110000
723,30,2.0,4.0,Data Scientist,7.0,185000
724,27,1.0,2.0,Software Engineer,4.0,140000
725,34,2.0,3.0,Product Manager,12.0,196000
726,31,1.0,2.0,Data Analyst,9.0,195000
727,28,2.0,2.0,Software Engineer,5.0,160000
728,26,1.0,2.0,Data Analyst,3.0,130000
729,29,2.0,3.0,Data Scientist,6.0,180000
730,32,1.0,2.0,Software Engineer,8.0,190000
731,33,2.0,3.0,Product Manager,11.0,198000
732,24,1.0,2.0,Data Analyst,1.0,90000
733,27,1.0,2.0,Software Engineer,4.0,140000
734,25,2.0,2.0,Data Analyst,2.0,110000
735,30,2.0,4.0,Data Scientist,7.0,185000
736,31,1.0,2.0,Data Analyst,9.0,195000
737,28,2.0,2.0,Software Engineer,5.0,160000
738,26,1.0,2.0,Data Analyst,3.0,130000
739,29,2.0,3.0,Data Scientist,6.0,180000
740,32,1.0,2.0,Software Engineer,8.0,190000
741,33,2.0,3.0,Product Manager,11.0,198000
742,24,1.0,2.0,Data Analyst,1.0,90000
743,27,1.0,2.0,Software Engineer,4.0,140000
744,25,2.0,2.0,Data Analyst,2.0,110000
745,30,2.0,4.0,Data Scientist,7.0,185000
746,31,1.0,2.0,Data Analyst,9.0,195000
747,28,2.0,2.0,Software Engineer,5.0,160000
748,26,1.0,2.0,Data Analyst,3.0,130000
749,29,2.0,3.0,Data Scientist,6.0,180000
750,32,1.0,2.0,Software Engineer,8.0,190000
751,33,2.0,3.0,Product Manager,11.0,198000
752,24,1.0,2.0,Data Analyst,1.0,90000
753,27,1.0,2.0,Software Engineer,4.0,140000
754,25,2.0,2.0,Data Analyst,2.0,110000
755,30,2.0,4.0,Data Scientist,7.0,185000
756,31,1.0,2.0,Data Analyst,9.0,195000
757,28,2.0,2.0,Software Engineer,5.0,160000
758,26,1.0,2.0,Data Analyst,3.0,130000
759,29,2.0,3.0,Data Scientist,6.0,180000
760,32,1.0,2.0,Software Engineer,8.0,190000
761,33,2.0,3.0,Product Manager,11.0,198000
762,24,1.0,2.0,Data Analyst,1.0,90000
763,27,1.0,2.0,Software Engineer,4.0,140000
764,25,2.0,2.0,Data Analyst,2.0,110000
765,30,2.0,4.0,Data Scientist,7.0,185000
766,31,1.0,2.0,Data Analyst,9.0,195000
767,28,2.0,2.0,Software Engineer,5.0,160000
768,26,1.0,2.0,Data Analyst,3.0,130000
769,29,2.0,3.0,Data Scientist,6.0,180000
770,32,1.0,2.0,Software Engineer,8.0,190000
771,33,2.0,3.0,Product Manager,11.0,198000
772,24,1.0,2.0,Data Analyst,1.0,90000
773,27,1.0,2.0,Software Engineer,4.0,140000
774,25,2.0,2.0,Data Analyst,2.0,110000
775,30,2.0,4.0,Data Scientist,7.0,185000
776,31,1.0,2.0,Data Analyst,9.0,195000
777,28,2.0,2.0,Software Engineer,5.0,160000
778,26,1.0,2.0,Data Analyst,3.0,130000
779,29,2.0,3.0,Data Scientist,6.0,180000
780,32,1.0,2.0,Software Engineer,8.0,190000
781,33,2.0,3.0,Product Manager,11.0,198000
782,24,1.0,2.0,Data Analyst,1.0,90000
783,27,1.0,2.0,Software Engineer,4.0,140000
784,25,2.0,2.0,Data Analyst,2.0,110000
785,30,2.0,4.0,Data Scientist,7.0,185000
786,31,1.0,2.0,Data Analyst,9.0,195000
787,28,2.0,2.0,Software Engineer,5.0,160000
788,26,1.0,2.0,Data Analyst,3.0,130000
789,29,2.0,3.0,Data Scientist,6.0,180000
790,32,1.0,2.0,Software Engineer,8.0,190000
791,33,2.0,3.0,Product Manager,11.0,198000
792,24,1.0,2.0,Data Analyst,1.0,90000
793,27,1.0,2.0,Software Engineer,4.0,140000
794,25,2.0,2.0,Data Analyst,2.0,110000
795,30,2.0,4.0,Data Scientist,7.0,185000
796,31,1.0,2.0,Data Analyst,9.0,195000
797,28,2.0,2.0,Software Engineer,5.0,160000
798,26,1.0,2.0,Data Analyst,3.0,130000
799,29,2.0,3.0,Data Scientist,6.0,180000
800,32,1.0,2.0,Software Engineer,8.0,190000
801,33,2.0,3.0,Product Manager,11.0,198000
802,24,1.0,2.0,Data Analyst,1.0,90000
803,27,1.0,2.0,Software Engineer,4.0,140000
804,25,2.0,2.0,Data Analyst,2.0,110000
805,30,2.0,4.0,Data Scientist,7.0,185000
806,31,1.0,2.0,Data Analyst,9.0,195000
807,28,2.0,2.0,Software Engineer,5.0,160000
808,25,1.0,2.0,Data Analyst,3.0,135000
809,32,1.0,2.0,Software Engineer,8.0,190000
810,29,2.0,3.0,Data Scientist,6.0,180000
811,30,1.0,2.0,Data Analyst,5.0,160000
812,24,1.0,2.0,Data Analyst,1.0,95000
813,33,2.0,3.0,Product Manager,11.0,196000
814,27,1.0,2.0,Software Engineer,4.0,140000
815,26,1.0,2.0,Data Analyst,3.0,130000
816,30,2.0,4.0,Data Scientist,7.0,185000
817,31,1.0,2.0,Data Analyst,9.0,195000
818,28,2.0,2.0,Software Engineer,5.0,160000
819,26,2.0,2.0,Data Analyst,3.0,130000
820,30,1.0,4.0,Data Scientist,7.0,185000
821,27,2.0,2.0,Product Manager,4.0,150000
822,24,1.0,2.0,Data Analyst,1.0,90000
823,33,1.0,3.0,Product Manager,11.0,198000
824,25,1.0,2.0,Data Analyst,2.0,115000
825,28,1.0,2.0,Software Engineer,5.0,165000
826,26,1.0,2.0,Data Analyst,3.0,130000
827,29,2.0,3.0,Data Scientist,6.0,180000
828,32,1.0,2.0,Software Engineer,8.0,190000
829,33,2.0,3.0,Product Manager,11.0,198000
830,27,1.0,2.0,Software Engineer,4.0,140000
831,31,2.0,3.0,Data Scientist,6.0,180000
832,30,1.0,2.0,Data Analyst,5.0,160000
833,24,1.0,2.0,Data Analyst,1.0,92000
834,28,2.0,2.0,Software Engineer,5.0,160000
835,26,1.0,2.0,Data Analyst,3.0,130000
836,32,1.0,2.0,Software Engineer,8.0,190000
837,33,2.0,3.0,Product Manager,11.0,198000
838,25,1.0,2.0,Data Analyst,2.0,110000
839,30,2.0,4.0,Data Scientist,7.0,185000
840,27,1.0,2.0,Software Engineer,4.0,140000
841,34,2.0,3.0,Product Manager,12.0,196000
842,31,1.0,2.0,Data Analyst,9.0,195000
843,28,2.0,2.0,Software Engineer,5.0,160000
844,26,1.0,2.0,Data Analyst,3.0,130000
845,29,2.0,3.0,Data Scientist,6.0,180000
846,32,1.0,2.0,Software Engineer,8.0,190000
847,33,2.0,3.0,Product Manager,11.0,198000
848,24,1.0,2.0,Data Analyst,1.0,90000
849,27,1.0,2.0,Software Engineer,4.0,140000
850,25,2.0,2.0,Data Analyst,2.0,110000
851,30,2.0,4.0,Data Scientist,7.0,185000
852,31,1.0,2.0,Data Analyst,9.0,195000
853,28,2.0,2.0,Software Engineer,5.0,160000
854,26,1.0,2.0,Data Analyst,3.0,130000
855,29,2.0,3.0,Data Scientist,6.0,180000
856,32,1.0,2.0,Software Engineer,8.0,190000
857,33,2.0,3.0,Product Manager,11.0,198000
858,24,1.0,2.0,Data Analyst,1.0,90000
859,27,1.0,2.0,Software Engineer,4.0,140000
860,25,2.0,2.0,Data Analyst,2.0,110000
861,30,2.0,4.0,Data Scientist,7.0,185000
862,31,1.0,2.0,Data Analyst,9.0,195000
863,28,2.0,2.0,Software Engineer,5.0,160000
864,26,1.0,2.0,Data Analyst,3.0,130000
865,29,2.0,3.0,Data Scientist,6.0,180000
866,32,1.0,2.0,Software Engineer,8.0,190000
867,33,2.0,3.0,Product Manager,11.0,198000
868,24,1.0,2.0,Data Analyst,1.0,90000
869,27,1.0,2.0,Software Engineer,4.0,140000
870,25,2.0,2.0,Data Analyst,2.0,110000
871,30,2.0,4.0,Data Scientist,7.0,185000
872,31,1.0,2.0,Data Analyst,9.0,195000
873,28,2.0,2.0,Software Engineer,5.0,160000
874,26,1.0,2.0,Data Analyst,3.0,130000
875,29,2.0,3.0,Data Scientist,6.0,180000
876,32,1.0,2.0,Software Engineer,8.0,190000
877,33,2.0,3.0,Product Manager,11.0,198000
878,24,1.0,2.0,Data Analyst,1.0,90000
879,27,1.0,2.0,Software Engineer,4.0,140000
880,25,2.0,2.0,Data Analyst,2.0,110000
881,30,2.0,4.0,Data Scientist,7.0,185000
882,31,1.0,2.0,Data Analyst,9.0,195000
883,28,2.0,2.0,Software Engineer,5.0,160000
884,26,1.0,2.0,Data Analyst,3.0,130000
885,29,2.0,3.0,Data Scientist,6.0,180000
886,32,1.0,2.0,Software Engineer,8.0,190000
887,33,2.0,3.0,Product Manager,11.0,198000
888,24,1.0,2.0,Data Analyst,1.0,90000
889,27,1.0,2.0,Software Engineer,4.0,140000
890,25,2.0,2.0,Data Analyst,2.0,110000
891,30,2.0,4.0,Data Scientist,7.0,185000
892,31,1.0,2.0,Data Analyst,9.0,195000
893,28,2.0,2.0,Software Engineer,5.0,160000
894,26,1.0,2.0,Data Analyst,3.0,130000
895,29,2.0,3.0,Data Scientist,6.0,180000
896,32,1.0,2.0,Software Engineer,8.0,190000
897,33,2.0,3.0,Product Manager,11.0,198000
898,24,1.0,2.0,Data Analyst,1.0,90000
899,27,1.0,2.0,Software Engineer,4.0,140000
900,25,2.0,2.0,Data Analyst,2.0,110000
901,30,2.0,4.0,Data Scientist,7.0,185000
902,31,1.0,2.0,Data Analyst,9.0,195000
903,28,2.0,2.0,Software Engineer,5.0,160000
904,26,1.0,2.0,Data Analyst,3.0,130000
905,29,2.0,3.0,Data Scientist,6.0,180000
906,32,1.0,2.0,Software Engineer,8.0,190000
907,33,2.0,3.0,Product Manager,11.0,198000
908,24,1.0,2.0,Data Analyst,1.0,90000
909,27,1.0,2.0,Software Engineer,4.0,140000
910,25,2.0,2.0,Data Analyst,2.0,110000
911,30,2.0,4.0,Data Scientist,7.0,185000
912,31,1.0,2.0,Data Analyst,9.0,195000
913,28,2.0,2.0,Software Engineer,5.0,160000
914,26,1.0,2.0,Data Analyst,3.0,130000
915,29,2.0,3.0,Data Scientist,6.0,180000
916,32,1.0,2.0,Software Engineer,8.0,190000
917,33,2.0,3.0,Product Manager,11.0,198000
918,24,1.0,2.0,Data Analyst,1.0,90000
919,27,1.0,2.0,Software Engineer,4.0,140000
920,25,2.0,2.0,Data Analyst,2.0,110000
921,30,2.0,4.0,Data Scientist,7.0,185000
922,31,1.0,2.0,Data Analyst,9.0,195000
923,28,2.0,2.0,Software Engineer,5.0,160000
924,26,1.0,2.0,Data Analyst,3.0,130000
925,29,2.0,3.0,Data Scientist,6.0,180000
926,32,1.0,2.0,Software Engineer,8.0,190000
927,33,2.0,3.0,Product Manager,11.0,198000
928,24,1.0,2.0,Data Analyst,1.0,90000
929,27,1.0,2.0,Software Engineer,4.0,140000
930,25,2.0,2.0,Data Analyst,2.0,110000
931,30,2.0,4.0,Data Scientist,7.0,185000
932,31,1.0,2.0,Data Analyst,9.0,195000
933,28,2.0,2.0,Software Engineer,5.0,160000
934,26,1.0,2.0,Data Analyst,3.0,130000
935,29,2.0,3.0,Data Scientist,6.0,180000
936,32,1.0,2.0,Software Engineer,8.0,190000
937,33,2.0,3.0,Product Manager,11.0,198000
938,24,1.0,2.0,Data Analyst,1.0,90000
939,27,1.0,2.0,Software Engineer,4.0,140000
940,25,2.0,2.0,Data Analyst,2.0,110000
941,30,2.0,4.0,Data Scientist,7.0,185000
942,32,1.0,2.0,Data Analyst,5.0,135000
943,27,2.0,3.0,Data Scientist,3.0,180000
944,40,1.0,2.0,Software Engineer,12.0,195000
945,35,2.0,2.0,Product Manager,8.0,165000
946,43,1.0,3.0,Data Scientist,15.0,198000
947,29,2.0,2.0,Software Engineer,4.0,150000
948,36,1.0,2.0,Data Analyst,9.0,162000
949,31,1.0,3.0,Data Scientist,6.0,175000
950,42,2.0,2.0,Software Engineer,13.0,197000
951,33,1.0,2.0,Data Analyst,7.0,142000
952,29,2.0,3.0,Data Scientist,4.0,182000
953,41,1.0,2.0,Software Engineer,11.0,185000
954,35,2.0,2.0,Product Manager,8.0,170000
955,27,1.0,2.0,Software Engineer,4.0,160000
956,32,1.0,2.0,Data Scientist,8.0,180000
957,29,2.0,3.0,Data Analyst,6.0,150000
958,30,1.0,2.0,Data Analyst,5.0,140000
959,24,1.0,2.0,Data Analyst,2.0,100000
960,33,2.0,3.0,Product Manager,11.0,190000
961,27,1.0,2.0,Software Engineer,4.0,160000
962,26,1.0,2.0,Data Analyst,3.0,120000
963,30,2.0,4.0,Data Scientist,7.0,170000
964,31,1.0,2.0,Data Analyst,9.0,190000
965,28,2.0,2.0,Software Engineer,5.0,150000
966,26,2.0,2.0,Data Analyst,3.0,120000
967,30,1.0,4.0,Data Scientist,7.0,170000
968,27,2.0,2.0,Product Manager,4.0,130000
969,24,1.0,2.0,Data Analyst,2.0,95000
970,33,1.0,3.0,Product Manager,11.0,195000
971,25,1.0,2.0,Data Analyst,2.0,100000
972,28,1.0,2.0,Software Engineer,5.0,150000
973,26,1.0,2.0,Data Analyst,3.0,120000
974,29,2.0,3.0,Data Scientist,6.0,150000
975,32,1.0,2.0,Data Scientist,8.0,180000
976,33,2.0,3.0,Product Manager,11.0,195000
977,27,1.0,2.0,Software Engineer,4.0,160000
978,31,2.0,3.0,Data Scientist,6.0,170000
979,30,1.0,2.0,Data Analyst,5.0,140000
980,24,1.0,2.0,Data Analyst,2.0,95000
981,28,2.0,2.0,Software Engineer,5.0,150000
982,26,1.0,2.0,Data Analyst,3.0,120000
983,32,1.0,2.0,Software Engineer,8.0,180000
984,33,2.0,3.0,Product Manager,11.0,195000
985,25,1.0,2.0,Data Analyst,2.0,100000
986,30,2.0,4.0,Data Scientist,7.0,170000
987,27,1.0,2.0,Software Engineer,4.0,160000
988,34,2.0,3.0,Product Manager,12.0,190000
989,31,1.0,2.0,Data Analyst,9.0,190000
990,28,2.0,2.0,Software Engineer,5.0,150000
991,26,1.0,2.0,Data Analyst,3.0,120000
992,29,2.0,3.0,Data Scientist,6.0,150000
993,32,1.0,2.0,Software Engineer,8.0,180000
994,33,2.0,3.0,Product Manager,11.0,195000
995,24,1.0,2.0,Data Analyst,2.0,95000
996,27,1.0,2.0,Software Engineer,4.0,160000
997,25,2.0,2.0,Data Analyst,2.0,100000
998,30,2.0,4.0,Data Scientist,7.0,170000
999,31,1.0,2.0,Data Analyst,9.0,190000
1000,28,2.0,2.0,Software Engineer,5.0,150000
1001,26,1.0,2.0,Data Analyst,3.0,120000
1002,29,2.0,3.0,Data Scientist,6.0,150000
1003,32,1.0,2.0,Software Engineer,8.0,180000
1004,33,2.0,3.0,Product Manager,11.0,195000
1005,24,1.0,2.0,Data Analyst,2.0,95000
1006,27,1.0,2.0,Software Engineer,4.0,160000
1007,25,2.0,2.0,Data Analyst,2.0,100000
1008,30,2.0,4.0,Data Scientist,7.0,170000
1009,31,1.0,2.0,Data Analyst,9.0,190000
1010,28,2.0,2.0,Software Engineer,5.0,150000
1011,26,1.0,2.0,Data Analyst,3.0,120000
1012,29,2.0,3.0,Data Scientist,6.0,150000
1013,32,1.0,2.0,Software Engineer,8.0,180000
1014,33,2.0,3.0,Product Manager,11.0,195000
1015,24,1.0,2.0,Data Analyst,2.0,95000
1016,27,1.0,2.0,Software Engineer,4.0,160000
1017,25,2.0,2.0,Data Analyst,2.0,100000
1018,30,2.0,4.0,Data Scientist,7.0,170000
